"school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","G1","G2","G3","pass"
"MHS","F",18,"R","LE3","T",4,4,"other","other","reputation","mother",2,3,0,"no","no","no","no","yes","yes","yes","no",5,4,4,1,1,1,19,18,19,1
"GP","M",16,"U","GT3","T",4,3,"health","services","reputation","mother",1,4,0,"no","no","no","yes","yes","yes","yes","no",4,2,2,1,1,2,19,19,20,1
"MHS","F",17,"R","LE3","T",4,4,"services","services","home","father",1,2,0,"no","no","no","yes","yes","yes","yes","yes",3,1,2,1,1,4,14,15,15,1
"GP","F",17,"U","GT3","T",4,4,"services","services","reputation","mother",2,4,0,"no","no","no","yes","yes","yes","yes","yes",3,1,2,1,1,5,14,15,16,1
"MHS","M",15,"U","LE3","T",4,4,"services","services","course","other",1,1,0,"no","no","no","yes","yes","yes","yes","yes",5,5,3,1,1,5,14,15,18,1
"GP","M",15,"U","LE3","T",4,4,"services","services","home","mother",1,2,0,"no","no","no","yes","yes","yes","yes","yes",4,2,2,1,1,4,14,15,19,1
"MHS","M",15,"U","LE3","T",4,4,"services","services","course","mother",1,1,0,"no","no","no","yes","yes","yes","yes","yes",5,5,3,1,1,3,14,15,20,1
"MHS","F",18,"U","GT3","T",4,4,"services","services","course","mother",1,1,0,"no","no","no","yes","yes","yes","yes","yes",3,5,2,1,1,4,14,15,19,1
"GP","F",18,"R","LE3","T",4,4,"services","services","other","mother",1,3,0,"no","no","no","yes","yes","yes","yes","yes",4,3,3,1,1,5,14,15,18,1
"MHS","M",16,"U","GT3","T",4,4,"services","services","reputation","mother",2,3,0,"no","no","no","yes","yes","yes","yes","yes",5,4,4,1,1,4,14,15,17,1
"MHS","M",19,"U","LE3","T",4,4,"services","services","reputation","mother",1,4,0,"no","no","no","yes","yes","yes","yes","yes",4,2,2,1,1,5,14,15,16,1
"GP","M",16,"U","GT3","T",4,4,"services","services","reputation","mother",1,2,0,"no","no","no","yes","yes","yes","yes","yes",4,3,1,1,1,5,14,15,15,1
"MHS","F",17,"U","GT3","T",4,4,"services","services","home","father",2,1,0,"no","no","no","yes","yes","yes","yes","yes",5,4,2,1,1,4,14,15,16,1
"MHS","F",18,"R","GT3","T",4,4,"services","services","home","father",2,1,0,"no","no","no","yes","yes","yes","yes","yes",3,3,3,1,1,4,14,15,17,1
"GP","M",16,"U","LE3","T",4,4,"services","services","course","mother",2,4,0,"no","no","no","yes","yes","yes","yes","yes",4,4,4,1,1,5,14,15,18,1
"MHS","F",15,"R","GT3","T",4,4,"services","services","course","mother",1,2,0,"no","no","no","yes","yes","yes","yes","yes",4,5,1,1,1,5,14,15,19,1
"MHS","M",15,"U","GT3","T",4,4,"services","services","reputation","mother",1,2,0,"no","no","no","yes","yes","yes","yes","yes",3,3,4,1,1,5,14,15,20,1
"GP","F",17,"U","GT3","T",2,4,"services","services","home","mother",1,2,0,"no","yes","no","yes","yes","yes","no","no",5,5,1,2,3,5,16,17,17,1
"GP","F",16,"U","GT3","T",2,3,"services","teacher","other","mother",1,2,0,"yes","no","no","no","yes","yes","yes","no",2,3,1,1,1,3,16,16,17,1
"GP","M",18,"R","LE3","T",3,4,"other","other","reputation","mother",2,2,0,"no","yes","yes","yes","yes","yes","yes","no",4,2,5,3,4,1,17,17,17,1
"GP","F",18,"U","LE3","T",3,3,"services","services","home","mother",1,4,0,"no","yes","no","no","yes","yes","yes","no",5,3,3,1,1,1,16,15,17,1
"GP","M",15,"U","LE3","T",4,3,"teacher","services","home","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","no",5,4,3,1,1,4,15,16,18,1
"GP","M",15,"U","GT3","T",4,4,"services","teacher","course","father",1,2,0,"no","yes","no","yes","yes","yes","yes","no",4,3,3,1,1,5,19,18,18,1
"GP","F",15,"U","GT3","T",4,3,"services","other","reputation","mother",1,1,0,"no","no","yes","yes","yes","yes","yes","no",4,5,5,1,3,1,16,17,18,1
"GP","M",15,"U","GT3","T",3,4,"services","other","course","mother",1,2,0,"no","yes","yes","yes","yes","yes","yes","no",5,4,4,1,1,1,16,18,18,1
"GP","M",16,"U","GT3","T",3,3,"services","other","home","father",1,3,0,"no","yes","no","yes","yes","yes","yes","no",5,3,3,1,1,5,16,18,18,1
"GP","M",16,"R","GT3","T",4,4,"teacher","teacher","course","mother",1,1,0,"no","no","yes","yes","yes","yes","yes","no",3,5,5,2,5,4,18,18,18,1
"GP","F",17,"U","GT3","T",4,4,"services","teacher","home","mother",2,1,1,"no","yes","no","no","yes","yes","yes","no",4,2,4,2,3,2,18,18,18,1
"GP","M",16,"U","GT3","T",2,1,"other","other","course","mother",3,1,0,"no","no","no","no","yes","yes","yes","no",4,3,3,1,1,4,18,18,18,1
"GP","F",18,"U","GT3","T",4,3,"services","other","home","father",1,2,0,"no","yes","yes","no","yes","yes","yes","yes",3,1,2,1,3,2,17,18,18,1
"GP","F",17,"R","LE3","T",3,1,"services","other","reputation","mother",2,4,0,"no","yes","yes","no","yes","yes","no","no",3,1,2,1,1,3,18,18,18,1
"GP","F",17,"U","GT3","T",3,2,"health","health","reputation","father",1,4,0,"no","yes","yes","yes","no","yes","yes","no",5,2,2,1,2,5,17,17,18,1
"GP","M",15,"U","LE3","T",3,2,"services","other","home","mother",1,2,0,"no","yes","yes","no","yes","yes","yes","no",4,2,2,1,1,1,16,18,19,1
"GP","M",15,"U","LE3","T",4,4,"teacher","teacher","course","mother",1,1,0,"no","no","no","yes","yes","yes","yes","no",5,5,3,1,1,4,18,19,19,1
"GP","M",15,"U","LE3","T",4,2,"teacher","other","course","mother",1,1,0,"no","no","no","no","yes","yes","yes","no",3,5,2,1,1,3,18,19,19,1
"GP","F",18,"U","GT3","T",2,2,"at_home","at_home","other","mother",1,3,0,"no","yes","yes","no","yes","yes","yes","no",4,3,3,1,2,2,18,18,19,1
"MHS","F",18,"R","LE3","T",4,4,"other","other","reputation","mother",2,3,0,"no","no","no","no","yes","yes","yes","no",5,4,4,1,1,1,19,18,19,1
"GP","M",16,"U","GT3","T",4,3,"health","services","reputation","mother",1,4,0,"no","no","no","yes","yes","yes","yes","no",4,2,2,1,1,2,19,19,20,1
